review_id,meal_id,review_text,sentiment,sentiment_score
R001757,M0352,Packaging was damaged and food quality was below average.,NEGATIVE,-1
R001758,M0352,Amazing food! Delivered hot and fresh. Will definitely order again.,POSITIVE,1
R001759,M0352,Super fast delivery and the food was outstanding. 5 stars!,POSITIVE,1
R001760,M0352,Best Lentil Soup I've ever had. The flavor was incredible!,POSITIVE,1
R001761,M0353,"Decent taste, nothing extraordinary but satisfying.",POSITIVE,1
R001762,M0353,Average portion size for the price. Food was warm but not hot.,NEGATIVE,-1
R001763,M0353,The taste was bland and the delivery was late.,NEGATIVE,-1
R001764,M0353,Food arrived on time but was slightly cold. Taste was fine.,POSITIVE,1
R001765,M0353,The quality is consistently great. My go-to order every week.,POSITIVE,1
R001766,M0354,The Lentil Soup was cold on arrival. Very frustrating.,NEGATIVE,-1
R001767,M0354,Absolutely delicious. Generous portions and great value for money.,POSITIVE,1
R001768,M0354,The taste was bland and the delivery was late.,NEGATIVE,-1
R001769,M0354,Missing items from my order. Customer service was unhelpful.,NEGATIVE,-1
R001770,M0354,Best Lentil Soup I've ever had. The flavor was incredible!,POSITIVE,1
R001771,M0355,Fresh ingredients and perfectly cooked. Highly recommended!,POSITIVE,1
R001772,M0355,Best Lentil Soup I've ever had. The flavor was incredible!,POSITIVE,1
R001773,M0355,Good food overall but delivery took longer than expected.,NEGATIVE,-1
R001774,M0355,Good food overall but delivery took longer than expected.,NEGATIVE,-1
R001775,M0355,Best Lentil Soup I've ever had. The flavor was incredible!,POSITIVE,1
R001776,M0356,Missing items from my order. Customer service was unhelpful.,NEGATIVE,-1
R001777,M0356,Super fast delivery and the food was outstanding. 5 stars!,POSITIVE,1
R001778,M0356,The Lentil Soup was cold on arrival. Very frustrating.,NEGATIVE,-1
R001779,M0356,"Decent taste, nothing extraordinary but satisfying.",POSITIVE,1
R001780,M0356,Perfect seasoning and amazing presentation. Worth every penny.,POSITIVE,1
R001781,M0357,Amazing food! Delivered hot and fresh. Will definitely order again.,POSITIVE,1
R001782,M0357,Average portion size for the price. Food was warm but not hot.,NEGATIVE,-1
R001783,M0357,Packaging was damaged and food quality was below average.,NEGATIVE,-1
R001784,M0357,Average portion size for the price. Food was warm but not hot.,NEGATIVE,-1
R001785,M0357,The quality is consistently great. My go-to order every week.,POSITIVE,1
R001786,M0358,Fantastic taste and quick delivery. Family loved it!,POSITIVE,1
R001787,M0358,Exceeded my expectations. This is exactly what comfort food should taste like.,POSITIVE,1
R001788,M0358,"Decent taste, nothing extraordinary but satisfying.",POSITIVE,1
R001789,M0358,Food arrived on time but was slightly cold. Taste was fine.,POSITIVE,1
R001790,M0358,Fresh ingredients and perfectly cooked. Highly recommended!,POSITIVE,1
R001791,M0359,Absolutely delicious. Generous portions and great value for money.,POSITIVE,1
R001792,M0359,Exceeded my expectations. This is exactly what comfort food should taste like.,POSITIVE,1
R001793,M0359,Perfect seasoning and amazing presentation. Worth every penny.,POSITIVE,1
R001794,M0359,Missing items from my order. Customer service was unhelpful.,NEGATIVE,-1
R001795,M0359,Good food overall but delivery took longer than expected.,NEGATIVE,-1
R001796,M0360,Packaging was damaged and food quality was below average.,NEGATIVE,-1
R001797,M0360,Loved every bite. The packaging was also excellent.,POSITIVE,1
R001798,M0360,Exceeded my expectations. This is exactly what comfort food should taste like.,POSITIVE,1
R001799,M0360,Exceeded my expectations. This is exactly what comfort food should taste like.,POSITIVE,1
R001800,M0360,Best Mushroom Cream Soup I've ever had. The flavor was incredible!,POSITIVE,1
R001801,M0361,Absolutely delicious. Generous portions and great value for money.,POSITIVE,1
R001802,M0361,Good food overall but delivery took longer than expected.,NEGATIVE,-1
R001803,M0361,Exceeded my expectations. This is exactly what comfort food should taste like.,POSITIVE,1
R001804,M0361,Fresh ingredients and perfectly cooked. Highly recommended!,POSITIVE,1
R001805,M0361,Good food overall but delivery took longer than expected.,NEGATIVE,-1
R001806,M0362,Fresh ingredients and perfectly cooked. Highly recommended!,POSITIVE,1
R001807,M0362,Amazing food! Delivered hot and fresh. Will definitely order again.,POSITIVE,1
R001808,M0362,Fantastic taste and quick delivery. Family loved it!,POSITIVE,1
R001809,M0362,The Mushroom Cream Soup was cold on arrival. Very frustrating.,NEGATIVE,-1
R001810,M0362,Food arrived on time but was slightly cold. Taste was fine.,POSITIVE,1
R001811,M0363,Portion was too small for the price. Won't order again.,NEGATIVE,-1
R001812,M0363,The Seafood Chowder was okay. Expected a bit more flavor.,POSITIVE,1
R001813,M0363,Portion was too small for the price. Won't order again.,NEGATIVE,-1
R001814,M0363,The taste was bland and the delivery was late.,NEGATIVE,-1
R001815,M0363,Best Seafood Chowder I've ever had. The flavor was incredible!,POSITIVE,1
R001816,M0364,The quality is consistently great. My go-to order every week.,POSITIVE,1
R001817,M0364,Loved every bite. The packaging was also excellent.,POSITIVE,1
R001818,M0364,Fantastic taste and quick delivery. Family loved it!,POSITIVE,1
R001819,M0364,Fantastic taste and quick delivery. Family loved it!,POSITIVE,1
R001820,M0364,Exceeded my expectations. This is exactly what comfort food should taste like.,POSITIVE,1
R001821,M0365,Super fast delivery and the food was outstanding. 5 stars!,POSITIVE,1
R001822,M0365,Fresh ingredients and perfectly cooked. Highly recommended!,POSITIVE,1
R001823,M0365,Fresh ingredients and perfectly cooked. Highly recommended!,POSITIVE,1
R001824,M0365,The quality is consistently great. My go-to order every week.,POSITIVE,1
R001825,M0365,The Seafood Chowder was cold on arrival. Very frustrating.,NEGATIVE,-1
R001826,M0366,Disappointed with the quality. Not what I expected.,NEGATIVE,-1
R001827,M0366,Fantastic taste and quick delivery. Family loved it!,POSITIVE,1
R001828,M0366,The Seafood Chowder was cold on arrival. Very frustrating.,NEGATIVE,-1
R001829,M0366,The Seafood Chowder was okay. Expected a bit more flavor.,POSITIVE,1
R001830,M0366,The quality is consistently great. My go-to order every week.,POSITIVE,1
R001831,M0367,Fantastic taste and quick delivery. Family loved it!,POSITIVE,1
R001832,M0367,The Seafood Chowder was okay. Expected a bit more flavor.,POSITIVE,1
R001833,M0367,The taste was bland and the delivery was late.,NEGATIVE,-1
R001834,M0367,Food arrived on time but was slightly cold. Taste was fine.,POSITIVE,1
R001835,M0367,The quality is consistently great. My go-to order every week.,POSITIVE,1
